Unnamed: 0,Title,team,doi_pre,doi_pub,date_added_preprint,date_added_publication,source_preprint,source_publication,original,notes,Preprint in SF tracker,publication in SF tracker,apc_amount,apc_status,OpenAlex_ID,PersonOpenAlex_ID,PersonName,PersonOrcid,Role,Team,IsCorrespondingAuthor,ReferencedWorks,NumInternalReferences,CitedByCount,CitedByInternal,CleanedTeam,TeamsThatCited,ReferencedTeams,IntReferences,ReferencedIndividuals,CleanedTeams,SubFieldIdC5Rank,SubFieldId,DateCreated,PublicationDate
1124,Phosphoglycerate kinase is a central leverage point in Parkinson’s Disease driven neuronal metabolic deficits | bioRxiv,De Camilli,10.1101/2023.10.10.561760,10.1126/sciadv.adn6016,before_doi_tracker,2024-08-27 00:00:00,before_doi_tracker,hub,1,,1.0,1,4500.0,Paid,W4401724314,A5093044035,['Alex Kokotos'],,,[],No,"['W1967646152', 'W2576833703', 'W2996142803', 'W2101966650', 'W2082425146', 'W2884263697', 'W1977470728', 'W2091416451', 'W3210849595', 'W2143464189', 'W2973064436', 'W3128588498', 'W3149186196', 'W4292848022', 'W2166790089', 'W2932131656', 'W2603766434', 'W4391734760', 'W2924973872', 'W2967506877', 'W2606220143', 'W1510842361', 'W1997843793', 'W4396919562', 'W2792641066', 'W2766537970', 'W2043986690', 'W4386769306', 'W2590442776', 'W2118606994', 'W2134412560', 'W2104382960', 'W2326058850', 'W2978366729', 'W4295753421', 'W4206078998', 'W2062680909', 'W2089157578', 'W4389330080', 'W2616032063', 'W4390062785', 'W2897255388', 'W2806001393', 'W4205252762', 'W4206913921']",1,20,0,[],[],['De Camilli'],['W4396919562'],['Timothy Ryan'],"['Kaplitt', 'De Camilli']",0.8771535201676446,0.0,2025-10-10,2024-08-21
1133,Movement-related increases in subthalamic activity optimize locomotion,Awatramani,10.1101/2023.12.07.570617,10.1016/j.celrep.2024.114495,before_doi_tracker,2024-08-27 00:00:00,before_doi_tracker,hub,1,,1.0,1,,,W4401057336,A5011349260,['Joshua Callahan'],,Key Personnel,['Awatramani'],No,"['W2941990073', 'W2060588252', 'W3183313488', 'W1979892327', 'W1502478509', 'W2116257195', 'W2737916463', 'W2772726781', 'W3038915190', 'W3126118283', 'W4288097060', 'W1958342993', 'W2018846486', 'W4224943015', 'W2060811268', 'W4213393046', 'W3117599102', 'W2414457638', 'W3167296836', 'W4387492774', 'W4313488557', 'W4283795759', 'W2765612675', 'W2288785867', 'W2516710951', 'W1566901376', 'W1982827121', 'W3094104683', 'W4318922500', 'W4294884775', 'W2053778963', 'W4220704454', 'W1565772169', 'W2291916750', 'W2019981460', 'W2104822204', 'W3217148367', 'W2150632130', 'W4239019883', 'W2042615488', 'W3202762561', 'W2573855591', 'W1915840267', 'W3038570196', 'W1974745142', 'W4282931587', 'W2179291523', 'W6606367701', 'W2150135821', 'W4205298361', 'W2558811573', 'W2563258886', 'W4301397172', 'W2127146698', 'W3092146188', 'W2803810393', 'W2461870487', 'W4288037302', 'W3115630538', 'W2048323087', 'W2073466689', 'W2147490372', 'W2950100524', 'W157595835', 'W2887114371', 'W2037816500', 'W1577374871', 'W2976024218', 'W1880718918', 'W2134680193', 'W2413427455', 'W3048585395', 'W3129189151', 'W3006720556', 'W2002764043', 'W3111310804', 'W3108883745', 'W4286449197', 'W2495730383', 'W2801746582', 'W2057029832', 'W2804636914', 'W1971797700', 'W2262104398', 'W4386438420', 'W4385543838', 'W2466948651', 'W3007736386', 'W4317390654', 'W2785323625', 'W2897319759', 'W3049633837', 'W2552916428', 'W4386134904', 'W2108846059', 'W2167279371', 'W6715535174', 'W2140889964', 'W2045695914', 'W4226326905', 'W4220996667', 'W2318935314', 'W2152449109', 'W4206149050', 'W4391341340']",2,8,0,['Awatramani'],[],"['Edwards', 'Awatramani']","['W4283795759', 'W4385543838']","['Alexandra Nelson', 'Daniel Dombeck']",['Awatramani'],0.8260360185077906,0.0,2025-10-10,2024-07-26
1133,Movement-related increases in subthalamic activity optimize locomotion,Awatramani,10.1101/2023.12.07.570617,10.1016/j.celrep.2024.114495,before_doi_tracker,2024-08-27 00:00:00,before_doi_tracker,hub,1,,1.0,1,,,W4401057336,A5011349260,['Joshua Callahan'],,Key Personnel,['Awatramani'],No,"['W2941990073', 'W2060588252', 'W3183313488', 'W1979892327', 'W1502478509', 'W2116257195', 'W2737916463', 'W2772726781', 'W3038915190', 'W3126118283', 'W4288097060', 'W1958342993', 'W2018846486', 'W4224943015', 'W2060811268', 'W4213393046', 'W3117599102', 'W2414457638', 'W3167296836', 'W4387492774', 'W4313488557', 'W4283795759', 'W2765612675', 'W2288785867', 'W2516710951', 'W1566901376', 'W1982827121', 'W3094104683', 'W4318922500', 'W4294884775', 'W2053778963', 'W4220704454', 'W1565772169', 'W2291916750', 'W2019981460', 'W2104822204', 'W3217148367', 'W2150632130', 'W4239019883', 'W2042615488', 'W3202762561', 'W2573855591', 'W1915840267', 'W3038570196', 'W1974745142', 'W4282931587', 'W2179291523', 'W6606367701', 'W2150135821', 'W4205298361', 'W2558811573', 'W2563258886', 'W4301397172', 'W2127146698', 'W3092146188', 'W2803810393', 'W2461870487', 'W4288037302', 'W3115630538', 'W2048323087', 'W2073466689', 'W2147490372', 'W2950100524', 'W157595835', 'W2887114371', 'W2037816500', 'W1577374871', 'W2976024218', 'W1880718918', 'W2134680193', 'W2413427455', 'W3048585395', 'W3129189151', 'W3006720556', 'W2002764043', 'W3111310804', 'W3108883745', 'W4286449197', 'W2495730383', 'W2801746582', 'W2057029832', 'W2804636914', 'W1971797700', 'W2262104398', 'W4386438420', 'W4385543838', 'W2466948651', 'W3007736386', 'W4317390654', 'W2785323625', 'W2897319759', 'W3049633837', 'W2552916428', 'W4386134904', 'W2108846059', 'W2167279371', 'W6715535174', 'W2140889964', 'W2045695914', 'W4226326905', 'W4220996667', 'W2318935314', 'W2152449109', 'W4206149050', 'W4391341340']",2,8,0,['Awatramani'],[],"['Edwards', 'Awatramani']","['W4283795759', 'W4385543838']","['Alexandra Nelson', 'Daniel Dombeck']",['Awatramani'],0.8260360830182428,0.0,2025-10-10,2024-07-26
1133,Movement-related increases in subthalamic activity optimize locomotion,Awatramani,10.1101/2023.12.07.570617,10.1016/j.celrep.2024.114495,before_doi_tracker,2024-08-27 00:00:00,before_doi_tracker,hub,1,,1.0,1,,,W4401057336,A5011349260,['Joshua Callahan'],,Key Personnel,['Awatramani'],No,"['W2941990073', 'W2060588252', 'W3183313488', 'W1979892327', 'W1502478509', 'W2116257195', 'W2737916463', 'W2772726781', 'W3038915190', 'W3126118283', 'W4288097060', 'W1958342993', 'W2018846486', 'W4224943015', 'W2060811268', 'W4213393046', 'W3117599102', 'W2414457638', 'W3167296836', 'W4387492774', 'W4313488557', 'W4283795759', 'W2765612675', 'W2288785867', 'W2516710951', 'W1566901376', 'W1982827121', 'W3094104683', 'W4318922500', 'W4294884775', 'W2053778963', 'W4220704454', 'W1565772169', 'W2291916750', 'W2019981460', 'W2104822204', 'W3217148367', 'W2150632130', 'W4239019883', 'W2042615488', 'W3202762561', 'W2573855591', 'W1915840267', 'W3038570196', 'W1974745142', 'W4282931587', 'W2179291523', 'W6606367701', 'W2150135821', 'W4205298361', 'W2558811573', 'W2563258886', 'W4301397172', 'W2127146698', 'W3092146188', 'W2803810393', 'W2461870487', 'W4288037302', 'W3115630538', 'W2048323087', 'W2073466689', 'W2147490372', 'W2950100524', 'W157595835', 'W2887114371', 'W2037816500', 'W1577374871', 'W2976024218', 'W1880718918', 'W2134680193', 'W2413427455', 'W3048585395', 'W3129189151', 'W3006720556', 'W2002764043', 'W3111310804', 'W3108883745', 'W4286449197', 'W2495730383', 'W2801746582', 'W2057029832', 'W2804636914', 'W1971797700', 'W2262104398', 'W4386438420', 'W4385543838', 'W2466948651', 'W3007736386', 'W4317390654', 'W2785323625', 'W2897319759', 'W3049633837', 'W2552916428', 'W4386134904', 'W2108846059', 'W2167279371', 'W6715535174', 'W2140889964', 'W2045695914', 'W4226326905', 'W4220996667', 'W2318935314', 'W2152449109', 'W4206149050', 'W4391341340']",2,8,0,['Awatramani'],[],"['Edwards', 'Awatramani']","['W4283795759', 'W4385543838']","['Alexandra Nelson', 'Daniel Dombeck']",['Awatramani'],0.8260361475286949,0.0,2025-10-10,2024-07-26
1139,Integrated single cell and unsupervised spatial transcriptomic analysis defines molecular anatomy of the human dorsolateral prefrontal cortex,Wood,10.1101/2023.02.15.528722,10.1126/science.adh1938,2024-04-19 00:00:00,2024-09-01 00:00:00,pub_tracker,hub,1,"This article was already in publication tracker under the Wood tab, but it didn't make it to the DOIs tab",1.0,1,,,W4398250232,A5005665859,['Louise Huuki-Myers'],0000-0001-5148-3602,,[],No,"['W4312094540', 'W3037329734', 'W2996171578', 'W3216124552', 'W3175922295', 'W1870945167', 'W2066513665', 'W2156809536', 'W2011443278', 'W2094416046', 'W4224214507', 'W3126958162', 'W3165120573', 'W3208940117', 'W3108118546', 'W4317215046', 'W4322738920', 'W4281716326', 'W3020538763', 'W2946016273', 'W4294335635', 'W4304820643', 'W4398250103', 'W229097380', 'W2540833380', 'W2969948459', 'W3164692211', 'W3204443805', 'W3127422037', 'W4205817967', 'W4309306035', 'W2557833574', 'W2269834552', 'W4398250269', 'W4283825220', 'W2115521875', 'W2751012569', 'W3119995072', 'W4383820766', 'W4389938094', 'W2042789810', 'W4283718372', 'W3011286936', 'W2948150815', 'W4221058010', 'W3187020241', 'W2762917390', 'W4223520055', 'W2951158909', 'W2984472267', 'W4294653847', 'W4281716652', 'W2146512944', 'W2998065416', 'W3203631316', 'W2942678593', 'W4388638514', 'W4308361273', 'W6675354045', 'W6942633961', 'W4383893162', 'W2807856729', 'W4293242863', 'W2087123651', 'W3022553019', 'W4225678977', 'W2015159529', 'W2997280954', 'W4225343266', 'W2107018762', 'W2114104545', 'W2940256315', 'W2953068997', 'W3203240306', 'W3114373167', 'W4311404503', 'W4280533477', 'W2406250479', 'W2107940314', 'W4389454564', 'W2516455020', 'W4398250214', 'W2101234009', 'W3111521801']",0,47,17,[],"['Wood', 'Hardy']",[],[],[],"['Wood', 'Hardy']",0.986571633309172,0.0,2025-10-10,2024-05-23
1139,Integrated single cell and unsupervised spatial transcriptomic analysis defines molecular anatomy of the human dorsolateral prefrontal cortex,Wood,10.1101/2023.02.15.528722,10.1126/science.adh1938,2024-04-19 00:00:00,2024-09-01 00:00:00,pub_tracker,hub,1,"This article was already in publication tracker under the Wood tab, but it didn't make it to the DOIs tab",1.0,1,,,W4398250232,A5005665859,['Louise Huuki-Myers'],0000-0001-5148-3602,,[],No,"['W4312094540', 'W3037329734', 'W2996171578', 'W3216124552', 'W3175922295', 'W1870945167', 'W2066513665', 'W2156809536', 'W2011443278', 'W2094416046', 'W4224214507', 'W3126958162', 'W3165120573', 'W3208940117', 'W3108118546', 'W4317215046', 'W4322738920', 'W4281716326', 'W3020538763', 'W2946016273', 'W4294335635', 'W4304820643', 'W4398250103', 'W229097380', 'W2540833380', 'W2969948459', 'W3164692211', 'W3204443805', 'W3127422037', 'W4205817967', 'W4309306035', 'W2557833574', 'W2269834552', 'W4398250269', 'W4283825220', 'W2115521875', 'W2751012569', 'W3119995072', 'W4383820766', 'W4389938094', 'W2042789810', 'W4283718372', 'W3011286936', 'W2948150815', 'W4221058010', 'W3187020241', 'W2762917390', 'W4223520055', 'W2951158909', 'W2984472267', 'W4294653847', 'W4281716652', 'W2146512944', 'W2998065416', 'W3203631316', 'W2942678593', 'W4388638514', 'W4308361273', 'W6675354045', 'W6942633961', 'W4383893162', 'W2807856729', 'W4293242863', 'W2087123651', 'W3022553019', 'W4225678977', 'W2015159529', 'W2997280954', 'W4225343266', 'W2107018762', 'W2114104545', 'W2940256315', 'W2953068997', 'W3203240306', 'W3114373167', 'W4311404503', 'W4280533477', 'W2406250479', 'W2107940314', 'W4389454564', 'W2516455020', 'W4398250214', 'W2101234009', 'W3111521801']",0,47,17,[],"['Wood', 'Hardy']",[],[],[],"['Wood', 'Hardy']",0.9865715042882678,0.0,2025-10-10,2024-05-23
1139,Integrated single cell and unsupervised spatial transcriptomic analysis defines molecular anatomy of the human dorsolateral prefrontal cortex,Wood,10.1101/2023.02.15.528722,10.1126/science.adh1938,2024-04-19 00:00:00,2024-09-01 00:00:00,pub_tracker,hub,1,"This article was already in publication tracker under the Wood tab, but it didn't make it to the DOIs tab",1.0,1,,,W4398250232,A5005665859,['Louise Huuki-Myers'],0000-0001-5148-3602,,[],No,"['W4312094540', 'W3037329734', 'W2996171578', 'W3216124552', 'W3175922295', 'W1870945167', 'W2066513665', 'W2156809536', 'W2011443278', 'W2094416046', 'W4224214507', 'W3126958162', 'W3165120573', 'W3208940117', 'W3108118546', 'W4317215046', 'W4322738920', 'W4281716326', 'W3020538763', 'W2946016273', 'W4294335635', 'W4304820643', 'W4398250103', 'W229097380', 'W2540833380', 'W2969948459', 'W3164692211', 'W3204443805', 'W3127422037', 'W4205817967', 'W4309306035', 'W2557833574', 'W2269834552', 'W4398250269', 'W4283825220', 'W2115521875', 'W2751012569', 'W3119995072', 'W4383820766', 'W4389938094', 'W2042789810', 'W4283718372', 'W3011286936', 'W2948150815', 'W4221058010', 'W3187020241', 'W2762917390', 'W4223520055', 'W2951158909', 'W2984472267', 'W4294653847', 'W4281716652', 'W2146512944', 'W2998065416', 'W3203631316', 'W2942678593', 'W4388638514', 'W4308361273', 'W6675354045', 'W6942633961', 'W4383893162', 'W2807856729', 'W4293242863', 'W2087123651', 'W3022553019', 'W4225678977', 'W2015159529', 'W2997280954', 'W4225343266', 'W2107018762', 'W2114104545', 'W2940256315', 'W2953068997', 'W3203240306', 'W3114373167', 'W4311404503', 'W4280533477', 'W2406250479', 'W2107940314', 'W4389454564', 'W2516455020', 'W4398250214', 'W2101234009', 'W3111521801']",0,47,17,[],"['Wood', 'Hardy']",[],[],[],"['Wood', 'Hardy']",0.98657156879872,0.0,2025-10-10,2024-05-23
1163,Lysosomal TBK1 Responds to Amino Acid Availability to Relieve Rab7-Dependent mTORC1 Inhibition | bioRxiv,De Camilli,10.1101/2023.12.16.571979,10.1038/s44318-024-00180-8,before_doi_tracker,2024-09-01 00:00:00,before_doi_tracker,works,1,,1.0,1,7327.52,Paid,W4401332739,A5016695766,['Gabriel Talaia'],0000-0003-1870-4658,Key Personnel,['De Camilli'],No,"['W2398211621', 'W2518003787', 'W2815343175', 'W2996031468', 'W3031513718', 'W2974112563', 'W2046822015', 'W3014631621', 'W4368360999', 'W2991456852', 'W2768124112', 'W4292300298', 'W3046218461', 'W2124733101', 'W2108175824', 'W2061194981', 'W2734371742', 'W2808253760', 'W3202373309', 'W269483308', 'W2144787399', 'W2156054547', 'W4309518036', 'W4319231564', 'W2210071362', 'W2773964572', 'W4386098024', 'W4295528378', 'W2946762419', 'W4281946664', 'W3156864965', 'W2569672282', 'W2900687171', 'W2953542349', 'W2010050523', 'W2086698861', 'W2127088485', 'W4324311110', 'W4311201480', 'W2969230013', 'W4327575311', 'W2906401896', 'W2519070410', 'W2999421965', 'W3104572769', 'W2114072930', 'W2806641002', 'W2060607801', 'W2414800819', 'W2725509061', 'W2083087851', 'W4296162466', 'W4286005782', 'W2029607802', 'W239648239', 'W2914072806', 'W2541267526', 'W2079332279', 'W2982455170', 'W1568194658', 'W2167279371', 'W2806530968', 'W2768016303', 'W2253950023', 'W2083147016', 'W4396811660', 'W2213215651', 'W4307366279', 'W4296793671', 'W2016552531', 'W4318339470', 'W4382919001', 'W2159664830']",6,17,9,['De Camilli'],['De Camilli'],"['Harper', 'De Camilli', 'Hurley', 'Alessi']","['W3202373309', 'W4281946664', 'W3156864965', 'W4296162466', 'W4396811660', 'W4296793671']","['J. Harper', 'Pietro Camilli', 'Erika Holzbaur', 'Suzanne Pfeffer', 'James Hurley']",['De Camilli'],0.9198424732171956,0.0,2025-10-10,2024-08-05
1163,Lysosomal TBK1 Responds to Amino Acid Availability to Relieve Rab7-Dependent mTORC1 Inhibition | bioRxiv,De Camilli,10.1101/2023.12.16.571979,10.1038/s44318-024-00180-8,before_doi_tracker,2024-09-01 00:00:00,before_doi_tracker,works,1,,1.0,1,7327.52,Paid,W4401332739,A5016695766,['Gabriel Talaia'],0000-0003-1870-4658,Key Personnel,['De Camilli'],No,"['W2398211621', 'W2518003787', 'W2815343175', 'W2996031468', 'W3031513718', 'W2974112563', 'W2046822015', 'W3014631621', 'W4368360999', 'W2991456852', 'W2768124112', 'W4292300298', 'W3046218461', 'W2124733101', 'W2108175824', 'W2061194981', 'W2734371742', 'W2808253760', 'W3202373309', 'W269483308', 'W2144787399', 'W2156054547', 'W4309518036', 'W4319231564', 'W2210071362', 'W2773964572', 'W4386098024', 'W4295528378', 'W2946762419', 'W4281946664', 'W3156864965', 'W2569672282', 'W2900687171', 'W2953542349', 'W2010050523', 'W2086698861', 'W2127088485', 'W4324311110', 'W4311201480', 'W2969230013', 'W4327575311', 'W2906401896', 'W2519070410', 'W2999421965', 'W3104572769', 'W2114072930', 'W2806641002', 'W2060607801', 'W2414800819', 'W2725509061', 'W2083087851', 'W4296162466', 'W4286005782', 'W2029607802', 'W239648239', 'W2914072806', 'W2541267526', 'W2079332279', 'W2982455170', 'W1568194658', 'W2167279371', 'W2806530968', 'W2768016303', 'W2253950023', 'W2083147016', 'W4396811660', 'W2213215651', 'W4307366279', 'W4296793671', 'W2016552531', 'W4318339470', 'W4382919001', 'W2159664830']",6,17,9,['De Camilli'],['De Camilli'],"['Harper', 'De Camilli', 'Hurley', 'Alessi']","['W3202373309', 'W4281946664', 'W3156864965', 'W4296162466', 'W4396811660', 'W4296793671']","['J. Harper', 'Pietro Camilli', 'Erika Holzbaur', 'Suzanne Pfeffer', 'James Hurley']",['De Camilli'],0.9198425377276476,0.0,2025-10-10,2024-08-05
1163,Lysosomal TBK1 Responds to Amino Acid Availability to Relieve Rab7-Dependent mTORC1 Inhibition | bioRxiv,De Camilli,10.1101/2023.12.16.571979,10.1038/s44318-024-00180-8,before_doi_tracker,2024-09-01 00:00:00,before_doi_tracker,works,1,,1.0,1,7327.52,Paid,W4401332739,A5016695766,['Gabriel Talaia'],0000-0003-1870-4658,Key Personnel,['De Camilli'],No,"['W2398211621', 'W2518003787', 'W2815343175', 'W2996031468', 'W3031513718', 'W2974112563', 'W2046822015', 'W3014631621', 'W4368360999', 'W2991456852', 'W2768124112', 'W4292300298', 'W3046218461', 'W2124733101', 'W2108175824', 'W2061194981', 'W2734371742', 'W2808253760', 'W3202373309', 'W269483308', 'W2144787399', 'W2156054547', 'W4309518036', 'W4319231564', 'W2210071362', 'W2773964572', 'W4386098024', 'W4295528378', 'W2946762419', 'W4281946664', 'W3156864965', 'W2569672282', 'W2900687171', 'W2953542349', 'W2010050523', 'W2086698861', 'W2127088485', 'W4324311110', 'W4311201480', 'W2969230013', 'W4327575311', 'W2906401896', 'W2519070410', 'W2999421965', 'W3104572769', 'W2114072930', 'W2806641002', 'W2060607801', 'W2414800819', 'W2725509061', 'W2083087851', 'W4296162466', 'W4286005782', 'W2029607802', 'W239648239', 'W2914072806', 'W2541267526', 'W2079332279', 'W2982455170', 'W1568194658', 'W2167279371', 'W2806530968', 'W2768016303', 'W2253950023', 'W2083147016', 'W4396811660', 'W2213215651', 'W4307366279', 'W4296793671', 'W2016552531', 'W4318339470', 'W4382919001', 'W2159664830']",6,17,9,['De Camilli'],['De Camilli'],"['Harper', 'De Camilli', 'Hurley', 'Alessi']","['W3202373309', 'W4281946664', 'W3156864965', 'W4296162466', 'W4396811660', 'W4296793671']","['J. Harper', 'Pietro Camilli', 'Erika Holzbaur', 'Suzanne Pfeffer', 'James Hurley']",['De Camilli'],0.9198126048778676,0.0,2025-10-10,2024-08-05
1166,Vibrational Stabilization of Cluster Synchronization in Oscillator Networks,Biederer,10.48550/arXiv.2308.07302,10.1109/ojcsys.2023.3331195,before_doi_tracker,2024-09-01 00:00:00,before_doi_tracker,works,1,,1.0,1,,,W4388505368,A5003846639,['Yuzhen Qin'],0000-0003-1851-1370,,[],No,"['W2904837629', 'W2065096279', 'W2150135821', 'W1527468221', 'W2078282106', 'W2155898069', 'W2765263887', 'W3107060429', 'W2922408718', 'W2939789525', 'W3129444335', 'W2057864643', 'W2739337234', 'W3040779948', 'W6784567079', 'W2510701725', 'W3135742173', 'W3184835515', 'W3045606103', 'W4205733103', 'W6787674732', 'W6798746283', 'W2117817591', 'W2801424549', 'W2529172858', 'W4290988530', 'W4315472370', 'W2962968920', 'W1976166855', 'W2104765999', 'W2137011456', 'W4301018745', 'W1488435683', 'W2099174501', 'W2171304995', 'W2125757815', 'W4240899876', 'W3201887812', 'W3099323801', 'W1481616730', 'W3101833514', 'W3093452115', 'W3099984733', 'W3103280073', 'W3183546786', 'W4287390299', 'W3103186088']",0,10,0,[],[],[],[],[],['Biederer'],0.7541739074627407,0.0,2025-10-10,2023-01-01
1166,Vibrational Stabilization of Cluster Synchronization in Oscillator Networks,Biederer,10.48550/arXiv.2308.07302,10.1109/ojcsys.2023.3331195,before_doi_tracker,2024-09-01 00:00:00,before_doi_tracker,works,1,,1.0,1,,,W4388505368,A5003846639,['Yuzhen Qin'],0000-0003-1851-1370,,[],No,"['W2904837629', 'W2065096279', 'W2150135821', 'W1527468221', 'W2078282106', 'W2155898069', 'W2765263887', 'W3107060429', 'W2922408718', 'W2939789525', 'W3129444335', 'W2057864643', 'W2739337234', 'W3040779948', 'W6784567079', 'W2510701725', 'W3135742173', 'W3184835515', 'W3045606103', 'W4205733103', 'W6787674732', 'W6798746283', 'W2117817591', 'W2801424549', 'W2529172858', 'W4290988530', 'W4315472370', 'W2962968920', 'W1976166855', 'W2104765999', 'W2137011456', 'W4301018745', 'W1488435683', 'W2099174501', 'W2171304995', 'W2125757815', 'W4240899876', 'W3201887812', 'W3099323801', 'W1481616730', 'W3101833514', 'W3093452115', 'W3099984733', 'W3103280073', 'W3183546786', 'W4287390299', 'W3103186088']",0,10,0,[],[],[],[],[],['Biederer'],0.7541739728842314,0.0,2025-10-10,2023-01-01
1166,Vibrational Stabilization of Cluster Synchronization in Oscillator Networks,Biederer,10.48550/arXiv.2308.07302,10.1109/ojcsys.2023.3331195,before_doi_tracker,2024-09-01 00:00:00,before_doi_tracker,works,1,,1.0,1,,,W4388505368,A5003846639,['Yuzhen Qin'],0000-0003-1851-1370,,[],No,"['W2904837629', 'W2065096279', 'W2150135821', 'W1527468221', 'W2078282106', 'W2155898069', 'W2765263887', 'W3107060429', 'W2922408718', 'W2939789525', 'W3129444335', 'W2057864643', 'W2739337234', 'W3040779948', 'W6784567079', 'W2510701725', 'W3135742173', 'W3184835515', 'W3045606103', 'W4205733103', 'W6787674732', 'W6798746283', 'W2117817591', 'W2801424549', 'W2529172858', 'W4290988530', 'W4315472370', 'W2962968920', 'W1976166855', 'W2104765999', 'W2137011456', 'W4301018745', 'W1488435683', 'W2099174501', 'W2171304995', 'W2125757815', 'W4240899876', 'W3201887812', 'W3099323801', 'W1481616730', 'W3101833514', 'W3093452115', 'W3099984733', 'W3103280073', 'W3183546786', 'W4287390299', 'W3103186088']",0,10,0,[],[],[],[],[],['Biederer'],0.754174038305722,0.0,2025-10-10,2023-01-01
1173,SynBot: An open-source image analysis software for automated quantification of synapses,Calakos,10.1101/2023.06.26.546578,10.1016/j.crmeth.2024.100861,2024-04-22 00:00:00,2024-09-20 00:00:00,comp,hub,1,,1.0,1,5200.0,Paid,W4402357127,A5023506109,['Justin Savage'],0000-0002-1530-4942,Key Personnel,['Calakos'],No,"['W2804479495', 'W2976579916', 'W3004142904', 'W3197839114', 'W2912611708', 'W3094257225', 'W3034798869', 'W3097766161', 'W2156542981', 'W2568317134', 'W2166747217', 'W2074540503', 'W1988945207', 'W14748109', 'W2898344414', 'W2808309264', 'W2068150596', 'W3037804617', 'W2091032510', 'W2613289019', 'W2170893097', 'W3021638720', 'W4281571964', 'W3198792031', 'W2959600977', 'W2165302236', 'W3204920881', 'W3112588537', 'W2765155499', 'W2618729744', 'W3125508398', 'W2029980283', 'W2509306306', 'W2581591112', 'W2592023542', 'W2257309849', 'W6718524686', 'W6679803157', 'W2530487226', 'W2896416678', 'W2767960938', 'W2969472499', 'W3048515624', 'W2293574227', 'W3174877584', 'W3083235182', 'W6628967591', 'W2150192750', 'W2124147311', 'W2884522219', 'W2098556983', 'W2158456505', 'W3173948680', 'W2520409292', 'W2980248332', 'W4393854532', 'W2975634117', 'W6851300226', 'W2236139809', 'W2012935976', 'W2098622411', 'W2026147918', 'W1979365023', 'W1988452935', 'W2320983896', 'W1483692414', 'W2437954370', 'W4362576374', 'W3205965740', 'W2131701641']",0,15,41,['Calakos'],"['Calakos', 'Vangheluwe']",[],[],[],['Calakos'],0.923491184388677,0.0,2025-10-10,2024-09-01
1173,SynBot: An open-source image analysis software for automated quantification of synapses,Calakos,10.1101/2023.06.26.546578,10.1016/j.crmeth.2024.100861,2024-04-22 00:00:00,2024-09-20 00:00:00,comp,hub,1,,1.0,1,5200.0,Paid,W4402357127,A5023506109,['Justin Savage'],0000-0002-1530-4942,Key Personnel,['Calakos'],No,"['W2804479495', 'W2976579916', 'W3004142904', 'W3197839114', 'W2912611708', 'W3094257225', 'W3034798869', 'W3097766161', 'W2156542981', 'W2568317134', 'W2166747217', 'W2074540503', 'W1988945207', 'W14748109', 'W2898344414', 'W2808309264', 'W2068150596', 'W3037804617', 'W2091032510', 'W2613289019', 'W2170893097', 'W3021638720', 'W4281571964', 'W3198792031', 'W2959600977', 'W2165302236', 'W3204920881', 'W3112588537', 'W2765155499', 'W2618729744', 'W3125508398', 'W2029980283', 'W2509306306', 'W2581591112', 'W2592023542', 'W2257309849', 'W6718524686', 'W6679803157', 'W2530487226', 'W2896416678', 'W2767960938', 'W2969472499', 'W3048515624', 'W2293574227', 'W3174877584', 'W3083235182', 'W6628967591', 'W2150192750', 'W2124147311', 'W2884522219', 'W2098556983', 'W2158456505', 'W3173948680', 'W2520409292', 'W2980248332', 'W4393854532', 'W2975634117', 'W6851300226', 'W2236139809', 'W2012935976', 'W2098622411', 'W2026147918', 'W1979365023', 'W1988452935', 'W2320983896', 'W1483692414', 'W2437954370', 'W4362576374', 'W3205965740', 'W2131701641']",0,15,41,['Calakos'],"['Calakos', 'Vangheluwe']",[],[],[],['Calakos'],0.9234912488991291,0.0,2025-10-10,2024-09-01
